"location","context","source","target"
"TDP2-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-4]","He pulls out a comically large coupon book and flips through the pages. She passes a coupon with a picture of Deia Deia Soda.","Anh/chị ấy lôi ra nguyên một album phiếu giảm giá rồi lướt qua từng trang, sau đó đưa tôi một cái có hình chai nước ngọt Deia Deia."
"TDP2-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP2-5a]","Huh. I guess you do. I’ll ring you up.","Có luôn à. Dạ cho em xin nhé."
"TDP2-5a","No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP2-5]","-register chimes-","[tiếng máy tính tiền]"
"TDP2-5","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDP2-6a]","Thanks!","Cảm ơn nhá!"
"TDP2-6a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDP2-6]","-door chimes and closes-","[chuông cửa reo, cửa đóng]"
"TDP2-6","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-14a]","The candle-headed alien makes his way out of the gas station. I catch a glimpse of a snazzy-looking ship outside. She’s got good taste.","Vị khách lạ có đầu hình nến bước ra khỏi trạm xăng. Tôi nhìn thoáng qua thì thấy một chiếc tàu bay trông khá sành điệu. Đúng là người có gu."
"D1D-14a","No Sc, msc: SupernovaAlt, sfx: FLUBBER1, Next: [D1D-14]","Flubber meows","Múp Míp kêu meo meo."
"TDN2-1","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDN2-2]","Uh, this isn’t what I was really looking for.","Ẹc, cái này không hợp khẩu vị mình lắm."
"TDN2-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDN2-3]","I’ve gotta go! I almost forgot there is a sale on 5D glasses on Uranus!","Thôi mình đi trước nhé! Suýt thì quên Sao Thiên Vương đang có đợt đại hạ giá kính 5D!"
"TDN2-3","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-14]","He bolts out of the gas station.","Anh/chị ấy phóng cái vèo ra khỏi trạm xăng."
"D1D-14","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-15]","Flubber stares, unblinking.","Múp Míp nhìn chằm chằm vào tôi, không chớp mắt."
"D1D-15","No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1a]","She usually does that when she’s happy!","Hình như em ấy hay làm vậy mỗi khi thấy vui."
"ZD1a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-16]","-door opens and chimes-","[cửa mở, chuông cửa reo]"
"D1D-16","No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1]","The cloudy person who enters the gas station yawns loudly. Her badge twinkles under the industrial lights.","Vị khách tóc mây bước vào trạm xăng, ngáp to. Huy hiệu trên ngực cô ấy lấp lánh dưới ánh đèn huỳnh quang."
"ZD1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [ZD1b]","I’m starting a new job outside of the solar system. Do you have Zolkan Coffee perchance?","Tôi vừa tìm được việc mới ngoài Hệ Mặt Trời. Ở đây mà có cà phê Laura—ý tôi là Zolkan thì hết sảy."
"ZD1b","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]","Select an item in the shop","Hãy chọn một sản phẩm trong tiệm"
"ZD1b-Option-1","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]","","ZD1b-Option-1
"
"ZD1b-Option-2","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]ZD1b-Option-2","","ZD1b-Option-2
"
"TDP3-1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY2, Next: [TDP3-2]","Oh, my stars! Thank you!","Thánh thần thiên hà ơi! Cảm ơn nhé!"
"TDP3-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-3]","Before the drink sits for more than a nanosecond, it takes a long sip. I don’t think I’ve ever seen anyone down hot coffee that fast before…","Cốc cà phê mới rót ra khoảng một nano giây thì cô ấy đã tu liền một hơi. Trần đời chưa thấy ai như cái người này, uống cà phê nóng mà như húp nước lã..."
"TDP3-3","Sc: Zerua, msc: SupernovaAlt, sfx: Zerua_Short, Next: [TDP3-4]","Ah, that's better.","Ôi chà, phê thật đó."
"TDP3-4","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-5]","I eye their badge and rattle my brain for a topic of conversation.","Tôi nhìn vào chiếc huy hiệu trên người cô ấy và cố gắng tìm chuyện để nói."
"TDP3-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-6]","Are you a clouditech? I think I’ve seen a badge like that before.","Quý khách là kỹ sư thời tiết à? Cái huy hiệu này nhìn quen lắm."
"TDP3-6","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-7]","It lets out a big smile. It's as if they’ve been waiting for anyone to ask them all day.","Vị khách ấy cười toe toét, cứ như thể đã chờ ai hỏi câu này cả ngày rồi."
"TDP3-7","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE2, Next: [TDP3-8]","Yes! I’m starting a new job architecting artificial clouds! I’ve been looking for a job forever.","Chính xác! Tôi sắp làm kiến trúc sư thiết kế mây nhân tạo! Chật vật lắm mới tìm được việc đó."
"TDP3-8","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-9]","She waves her finger above her to-go cup. A mini cloud forms above their cup. Bits of snow sprinkle down. She smiles proudly.","Cô ấy ngoe nguẩy ngón tay trên chiếc cốc khi nãy, hô biến ra một đám mây nhỏ có tuyết rơi bên dưới, rồi mỉm cười đầy hãnh diện."
"TDP3-9","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-10]","I smile too.","Tôi cũng mỉm cười."
"TDP3-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-11]","I hope your first day is all you want it to be.","Chúc chị ngày đầu đi làm thuận buồm xuôi gió nhé."
"TDP3-11","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE1,CashRegister, Next: [TDP3-11b]"," Thank you! Please stay safe leaving the solar system soon! Tallyho!"," Cảm ơn cậu. Nhớ giữ an toàn, với thu dọn đồ đạc sớm đi nha. Tôi bay trước đây!"
"TDP3-11b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]","-door chimes and closes-","[chuông cửa reo, cửa đóng]"
"TDN3-1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [TDN3-2]","This isn’t quite what I’m looking for…","Tôi không thích cái này lắm..."
"TDN3-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN3-3]","They pull out their phone and notice the time. It seems to wake her up a little, but not much.","Vị khách lấy điện thoại ra xem giờ. Làm vậy dường như khiến cho cô ấy tỉnh táo hơn chút."
"TDN3-3","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE3, Next: [TDN3-4]","Oh! Look at the time. I’ll just figure out a way to stay up when I get there! Tallyho, gas station employee!","Ối trời ơi! Sắp trễ giờ rồi. Lết ra đó trước đã, tới nơi còn buồn ngủ hẵng tính sau. Tôi bay trước nhé, bye cậu bán xăng!"
"TDN3-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN3-4b]"," I have a nametag--"," Ơ, em có đeo bảng tên mà..."
"TDN3-4b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]TDN3-4b","-door chimes and closes-","[chuông cửa reo, cửa đóng]"
"D1D-17a","No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [D1D-17]","Flubber meows","Múp Míp kêu meo meo."
"D1D-17","No Sc, msc: SupernovaAlt, sfx: Flubber_Burp, Next: [D1D-18]","Flubber floats and burps. I smile and give her a pat on the head.","Múp Míp lơ lửng trên không rồi ợ một cái. Tôi mỉm cười rồi xoa đầu em ấy."
"D1D-18","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-19]","She looks proud of herself.","Em ấy trông khá tự mãn."
"D1D-19","No Sc, msc: SupernovaAlt, sfx: Boom_2, Next: [DD1-14]","I jump up from my seat as I hear a boom come from outside.","Đột nhiên có tiếng nổ bên ngoài làm tôi nhảy dựng khỏi ghế."
"DD1-14","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-1a]"," What the hell--!?"," Cái quái gì—!?"
"8D-1a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [8D-1]","-door opens and chimes-","[cửa mở, chuông cửa reo]"
"8D-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-15]","Sup.","Ây dô."
"DD1-15","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-20]","Uh, sup? What was that?","Ờ... ây dô? Mới nãy có chuyện gì vậy?"
"D1D-20","No Sc, msc: SupernovaAlt, no sfx, Next: [8D-2]","He ignores me and his eyes- er...screen look up.","Cậu ta lờ tôi đi, ánh mắt—à không, màn hình ngước lên."
"8D-2","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [DD1-16]","What was what?","Chuyện gì là sao?"
"DD1-16","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-3]","The boom?","Tiếng nổ hồi nãy ấy?"
"8D-3","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-17]","What boom?","Cái gì nổ?"
"DD1-17","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-18]","The-- okay.","Thì cái—thôi không có gì đâu."
"DD1-18","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-21]","Do you need something?","Cậu muốn mua gì?"
"D1D-21","No Sc, msc: SupernovaAlt, sfx: 80008_hum2, Next: [8D-4]","A low hum comes from his circuits. He’s thinking.","Có tiếng rè phát ra từ mạch điện. Cậu ấy đang suy nghĩ."
"8D-4","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [D1D-22]","You sell any Arinator brand stuff here? That one made by that smoking cyborg from outta the solar system?","Ở đây có bán món gì của Arinator không? Cái hãng của cô ca sĩ người máy siêu ""choáy"", siêu nổi ngoài Hệ Mặt Trời ấy?"
"D1D-22","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-19]","I’ve heard of Arinator probably. Cassiopeia’s a big fan of singers. Though something was kind of funny about this guy’s desperation. ","Tiên hâm mộ nhiều ca sĩ nên mình có nghe qua cái tên này rồi. Nhưng fan cuồng như cậu này thì rõ là hiếm gặp. "
"DD1-19","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-5]","I mean, I can check to see what we got.","Chờ chút, để tôi xem thử còn gì không."
"8D-5","Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [8D-5b]","Sweet! I’ll also be putting 700 luncos on pump 2.","OK! Với cho tôi đổ 700 Nguyệt tệ ở trụ bơm số 2 nhé."
"8D-5b","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]","Select an item in the shop","Hãy chọn một sản phẩm trong tiệm"
"8D-5b-Option-1","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]","","8D-5b-Option-1
"
"8D-5b-Option-2","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]8D-5b-Option-2","","8D-5b-Option-2
"
"TDP4-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDP4-5]","Yes! Arinator’s limited edition Mint choco paste? I thought this was sold out everywhere!","Trời đất ơi! Kem đánh răng vị Socola Bạc hà Phiên bản Giới hạn của Arinator?! Hoá ra còn chỗ này có."
"TDP4-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-6]","I mean, it's mint chocolate toothpaste isn’t it?","Thì... tại cái này là kem đánh răng socola bạc hà mà?"
"TDP4-6","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-7]","I don’t think anyone is in a rush to buy that.","Ai đời mà đổ xô đi mua mấy cái thứ như vậy."
"TDP4-7","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2,CashRegister, Next: [TDP4-7b]","You just don’t understand the intricacies of something like this! Anything she endorses is a godsend!","Nói vậy là không hiểu thiết kế tinh xảo của sản phẩm này rùi. Chị ấy quảng cáo cái gì là cái đó phải xịn!"
"TDP4-7b","No Sc, msc: SupernovaAlt, sfx: Door_Close,Door_Chime, Next: [TDP4-8]","-door chimes and closes-","[chuông cửa reo, cửa đóng]"
"TDP4-8","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP4-9]","He wipes his face (screen?). Then blasts off with his bang of Arinator branded toothpaste in hand.","Cậu ấy lau mặt (màn hình?), sau đó phóng đi cùng tuýp kem đánh răng Arinator trong tay."
"TDP4-9","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]","Glad he found what he wanted.","Thôi thì cũng vui là cậu ta được như ý."
"TDN4-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [TDN4-2]","Bro.","Bruh."
"TDN4-2","Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [TDN4-3]"," This is NOT Arinator. She only has her face on the cover of all her products dude."," Cái này ĐÂU PHẢI của Arinator. Sản phẩm nào của cổ mà chả in mỗi mặt cổ?"
"TDN4-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-4]","His facial screen switches to a video of a cyborg woman performing a song on stage. Her fans are screaming their lungs out.","Cái mặt màn hình của cậu ấy chuyển sang video cô ca sĩ người máy biểu diễn trên sân khấu. Khán giả bên dưới thì gào thét cuồng nhiệt."
"TDN4-4","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDN4-5]","See? You don’t recognize her?","Đây này? Ai mà chẳng biết tới cổ?"
"TDN4-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN4-6]","Oh, well...I don’t think I really know her stuff.","Ừ thì... Chắc vẫn có tôi nè?"
"TDN4-6","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [TDN4-6b]","Fine...I’ll just get gas.","Vậy thôi... Tôi đổ xăng thôi."
"TDN4-6b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDN4-7]","-door chimes and closes-","[chuông cửa reo, cửa đóng]"
