"location","context","source","target"
"TDP1-1","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP1-2]","I’m on the grind right now. I’ll see about that later.","Έχω πολλή δουλειά αυτή τη στιγμή. Θα ασχοληθώ με αυτό αργότερα."
"TDP1-2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP1-3]","Dmi the SUN is gonna explode!?!?!?!","Ντμι, θα εκραγεί Ο ΗΛΙΟΣ!!!"
"TDP1-3","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [ROD1-1]","Yeah, and my account is gonna overdraft.","Ναι, και ο τραπεζικός μου λογαριασμός θα πάει άπατος."
"ROD1-1","Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [D1D-1]","Dmi!","Ντμι!"
"D1D-1","No Sc, msc: SupernovaAlt, sfx: PhoneHangUp, Next: [DD1-1]","I jump from my seat and slam my phone onto the side of the counter.","Πετάγομαι από τη θέση μου και χτυπάω το κινητό μου πάνω στον πάγκο."
"DD1-1","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-2]","I wasn’t on my phone!","Δεν ήμουν στο κινητό!"
"D1D-2","No Sc, msc: SupernovaAlt, sfx: RobHuff2, Next: [ROD1-2]","Rob huffs.","Ο Ρομπ ξεφυσάει εκνευρισμένα."
"ROD1-2","Sc: Rob, msc: SupernovaAlt, sfx: ROB2, Next: [FOD1-1]","I’m not your mother. I’m heading out, but I’m gonna leave Flubber with you.","Δεν είμαι η μάνα σου. Φεύγω, αλλά θα αφήσω τη Φλάμπερ μαζί σου."
"FOD1-1","No Sc, msc: SupernovaAlt, sfx: FLUBBER1, Next: [DD1-2]","Flubber meows","Η Φλάμπερ νιαουρίζει"
"DD1-2","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-3]","Come on, Rob. What am I? A cat-sitter? and on company time?","Έλα τώρα, Ρομπ. Τι; Θα σου νταντεύω τη γάτα; Και εν ώρα εργασίας;"
"ROD1-3","Sc: Rob, msc: SupernovaAlt, sfx: ROB3, Next: [DD1-3]","Well, I’ll dock your pay if you don’t!","Θα σου μειώσω τον μισθό αν δεν το κάνεις!"
"DD1-3","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-4]","Don’t you do that already?","Δεν μου τον έχεις μειώσει ήδη;"
"ROD1-4","Sc: Rob, msc: SupernovaAlt, no sfx, Next: [DD1-4]","...","..."
"DD1-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-5]","...","..."
"ROD1-5","Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [ROD1-6]","...anyways.","...τέλος πάντων."
"ROD1-6","Sc: Rob, msc: SupernovaAlt, sfx: ROB3, Next: [ROD1-7]","I gotta help my mom pack, and Flubber likes to play in boxes.","Πρέπει να βοηθήσω τη μαμά με το πακετάρισμα και η Φλάμπερ όλο παίζει με τις κούτες."
"ROD1-7","Sc: Rob, msc: SupernovaAlt, sfx: ROB2, Next: [FD1-1]","Besides, she likes you anyway!","Εξάλλου, σε συμπαθεί!"
"FD1-1","Sc: Flubber, msc: SupernovaAlt, sfx: FLUBBER2, Next: [ROD1-8]","Meow","Μιάου"
"ROD1-8","Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [DD1-5]","See?","Βλέπεις;"
"DD1-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-9]","Fine...","Καλά..."
"ROD1-9","Sc: Rob, msc: SupernovaAlt, sfx: ROB1, Next: [ROD1-10]","Thanks! Thats why I always tell people we need more Dmis at Cosmic Fuel!","Ευχαριστώ! Γι' αυτό λέω στον κόσμο πως χρειαζόμαστε κι άλλους σαν εσένα στο Cosmic Fuel!"
"ROD1-10","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-3]","-door opens and chimes-","-η πόρτα ανοίγει και κουδουνίζει- "
"D1D-3","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-4]","Ugh, Rob’s always piling stuff on me like this.","Πω, πάντα μου φορτώνει παραπάνω δουλειά."
"D1D-4","No Sc, msc: SupernovaAlt, no sfx, Next: [CalderEnter]","I stare at my phone. I shouldn’t leave Cassie hanging…","Κοιτάω την οθόνη του κινητού μου. Καλύτερα να μην αφήσω την Κάσι στο ""διαβάστηκε""..."
"CalderEnter","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-5]","-door opens and chimes-","-η πόρτα ανοίγει και κουδουνίζει- "
"D1D-5","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-6]","Cassiopeia’s got to wait.","Η Κασσιόπη θα πρέπει να περιμένει."
"D1D-6","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-6]","The customer before me nods her head to the beat coming from her headphones. He sizes up the shelves. Almost looks like he has the intention of cleaning out our stock.","Η πελάτισσα μπροστά μου κουνά το κεφάλι της στον ρυθμό της μουσικής από τα ακουστικά της. Κοιτάει τα ράφια λες και σκοπεύει να τα αδειάσει όλα."
"DD1-6","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-1]","Uh, do you need anything?","Εμ, χρειάζεσαι βοήθεια;"
"CAD-1","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-7]","What!?","Τι είπες;;"
"D1D-7","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-7]","What type of music is that? R&B? Retro R&B?","Τι μουσική είναι αυτή; R&B; Ρέτρο R&B;"
"DD1-7","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-2]","DO YOU NEED ANYTHING?","ΧΡΕΙΑΖΕΣΑΙ ΤΙΠΟΤΑ;"
"CAD-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER2, Next: [DD1-8]","DO I WHAT? I’M NOT GOOD AT READING LIPS!","ΤΙ ΠΡΑΓΜΑ; ΔΕΝ ΕΙΜΑΙ ΚΑΛΗ ΣΤΟ ΝΑ ΔΙΑΒΑΖΩ ΧΕΙΛΗ!"
"DD1-8","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-3]","TURN IT DOWN!","ΧΑΜΗΛΩΣΕ ΤΗ ΜΟΥΣΙΚΗ!"
"CAD-3","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-8]","Oh!","Ω!"
"D1D-8","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-4]","She adjusts the volume of her headphones.","Χαμηλώνει την ένταση των ακουστικών της."
"CAD-4","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [CAD-5]","Sorry, I sometimes forget to just turn off the music.","Συγγνώμη, μερικές φορές ξεχνάω πως ακούω μουσική."
"CAD-5","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Do you have a Doomsday sale going on?","Έχετε τίποτα εκπτώσεις για το τέλος του κόσμου;"
"CAD-5-Option-1","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Doomsday Sale?","Τι εκπτώσεις;"
"CAD-5-Option-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Sure, if you just take it.","Φυσικά, αν απλώς τα πάρεις και φύγεις."
"DD1-9a","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-9b]","Doomsday Sale?","Τι εκπτώσεις;"
"DD1-9b","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-6]","We’re supposed to have one?","Θα 'πρεπε να έχουμε;"
"CAD-6","Sc: Calder, msc: SupernovaAlt, sfx: CALDER2, Next: [D1D-9]","Well, why not? I looked it up on Froogle.","Γιατί όχι; Το είδα στο Froogle."
"D1D-9","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-10]","I sigh. She’s one of those customers.","Αναστενάζω. Είναι από ''αυτές'' τις πελάτισσες."
"DD1-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-9]","Sorry, there are no Doomsday promotions going on. If you cash in with your Cosmic membership that’ll take a few luncos off.","Λυπάμαι, δεν έχουμε εκπτώσεις για το τέλος του κόσμου. Αν, όμως, εξαργυρώσεις τους πόντους της Cosmic συνδρομής σου, μπορεί να γλυτώσεις μερικά λούνκο."
"DD1-11a","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-11b]","Sure, if you just take it.","Φυσικά, αν απλώς τα πάρεις και φύγεις."
"DD1-11b","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-10]","It’ll be 100% off then.","Τότε θα έχεις έκπτωση 100%."
"D1D-10","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-7]","Calder’s eyes widen.","Τα μάτια της Κάλντερ γουρλώνουν."
"CAD-7","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [D1D-11]","Really? I can just take it?","Αλήθεια; Μπορώ απλώς να τα πάρω;"
"D1D-11","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-12]","Excitement spreads across his face.","Ενθουσιασμός απλώνεται στο πρόσωπό της."
"DD1-12","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-12]","No.","Όχι."
"D1D-12","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-8]","Her smile fades.","Το χαμόγελό της σβήνει."
"CAD-8","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-13]","Aww man.","Πωωω, φίλε."
"D1D-13","No Sc, msc: SupernovaAlt, sfx: Calder_Grunt3, Next: [CAD-9]","He huffs.","Αναστενάζει εκνευρισμένα."
"CAD-9","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [DD1-13]","Alright then, can I put 400 Luncos on pump 2, and what type of fizzy drinks do you have? You’ve gotta have a 2-for-1 deal here.","Εντάξει λοιπόν, μπορείς να βάλεις 400 λούνκο στην αντλία 2; Και... τι αναψυκτικά έχετε; Σίγουρα θα έχετε κάποια προσφορά 2 στην τιμή που 1."
"DD1-13","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CalderShopChoice]","Hold on, I think I have something in mind.","Μισό λεπτό, νομίζω πως έχω μία ιδέα."
"CalderShopChoice","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]","Select an item in the shop","Διάλεξε κάτι από το κατάστημα"
"CalderShopChoice-Option-1","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]","",""
"CalderShopChoice-Option-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]CalderShopChoice-Option-2","",""
"TDP2-1","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-2]","Her eyes light up from the soda in my hand.","Της αρέσει το αναψυκτικό που κρατάω, τα μάτια της λάμπουν."
"TDP2-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDP2-3]","You guys carry Deia Deia Soda!? I have a coupon for those!","Έχετε αναψυκτικό Ντέια Ντέια;! Έχω ένα κουπόνι για το συγκεκριμένο!"
"TDP2-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-4]","He pulls out a comically large coupon book and flips through the pages. She passes a coupon with a picture of Deia Deia Soda.","Βγάζει ένα γελοία τεράστιο βιβλίο με εκπτωτικά κουπόνια και αρχίζει να το ξεφυλλίζει. Μου δίνει ένα κουπόνι με τη φωτογραφία του αναψυκτικού Ντέια Ντέια."
"TDP2-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP2-5a]","Huh. I guess you do. I’ll ring you up.","Α, όντως έχεις. Θα το περάσω στο ταμείο."
"TDP2-5a","No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP2-5]","-register chimes-","-η ταμειακή κουδουνίζει-"
"TDP2-5","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDP2-6a]","Thanks!","Ευχαριστώ!"
"TDP2-6a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDP2-6]","-door chimes and closes-","-η πόρτα κουδουνίζει και κλείνει-"
"TDP2-6","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-14a]","The candle-headed alien makes his way out of the gas station. I catch a glimpse of a snazzy-looking ship outside. She’s got good taste.","Ο εξωγήινος με το κεφάλι σαν κερί βγαίνει από το βενζινάδικο. Το μάτι μου πιάνει το στιλάτο σκάφος της απ' έξω. Έχει καλό γούστο."
"D1D-14a","No Sc, msc: SupernovaAlt, sfx: FLUBBER1, Next: [D1D-14]","Flubber meows","Η Φλάμπερ νιαουρίζει"
"TDN2-1","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDN2-2]","Uh, this isn’t what I was really looking for.","Ε, δεν είχα αυτό στο μυαλό μου."
"TDN2-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDN2-3]","I’ve gotta go! I almost forgot there is a sale on 5D glasses on Uranus!","Πρέπει να φύγω! Μόλις θυμήθηκα πως έχει προσφορά σε 5D γυαλιά στον Ουρανό!"
"TDN2-3","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-14]","He bolts out of the gas station.","Φεύγει τρέχοντας απ' το βενζινάδικο."
"D1D-14","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-15]","Flubber stares, unblinking.","Η Φλάμπερ κοιτάζει παγωμένη."
"D1D-15","No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1a]","She usually does that when she’s happy!","Συνήθως το κάνει αυτό όταν είναι χαρούμενη!"
"ZD1a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-16]","-door opens and chimes-","-η πόρτα ανοίγει και κουδουνίζει- "
"D1D-16","No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1]","The cloudy person who enters the gas station yawns loudly. Her badge twinkles under the industrial lights.","Το συννεφάτο άτομο που μπαίνει στο βενζινάδικο χασμουριέται δυνατά. Το σήμα της λαμπυρίζει κάτω απ' τα ψυχρά φώτα."
"ZD1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [ZD1b]","I’m starting a new job outside of the solar system. Do you have Zolkan Coffee perchance?","Ξεκινάω μια καινούρια δουλειά έξω απ' το ηλιακό σύστημα. Μήπως έχετε καφέ Ζόλκαν;"
"ZD1b","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]","Select an item in the shop","Διάλεξε κάτι από το κατάστημα"
"ZD1b-Option-1","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]","",""
"ZD1b-Option-2","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]ZD1b-Option-2","",""
"TDP3-1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY2, Next: [TDP3-2]","Oh, my stars! Thank you!","Μα τ' αστέρια μου! Ευχαριστώ!"
"TDP3-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-3]","Before the drink sits for more than a nanosecond, it takes a long sip. I don’t think I’ve ever seen anyone down hot coffee that fast before…","Αφήνω τον καφέ της και σε ένα νανοδευτερόλεπτο πίνει μια τεράστια γουλιά. Δεν νομίζω ότι έχω ξαναδεί να καταπίνουν ζεστό καφέ τόσο γρήγορα..."
"TDP3-3","Sc: Zerua, msc: SupernovaAlt, sfx: Zerua_Short, Next: [TDP3-4]","Ah, that's better.","Αχ, αυτό είναι καφές."
"TDP3-4","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-5]","I eye their badge and rattle my brain for a topic of conversation.","Ρίχνω μια ματιά στο σήμα που φοράει και προσπαθώ να σκεφτώ τι να πω."
"TDP3-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-6]","Are you a clouditech? I think I’ve seen a badge like that before.","Είσαι τεχνικός σύννεφων; Νομίζω πως έχω ξαναδεί αυτό το σήμα."
"TDP3-6","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-7]","It lets out a big smile. It's as if they’ve been waiting for anyone to ask them all day.","Χαμογελάει πλατιά. Σαν να περίμενε όλη μέρα αυτήν την ερώτηση."
"TDP3-7","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE2, Next: [TDP3-8]","Yes! I’m starting a new job architecting artificial clouds! I’ve been looking for a job forever.","Ναι! Στη νέα μου δουλειά θα σχεδιάζω τεχνητά σύννεφα! Έψαχνα δουλειά πολύ καιρό τώρα."
"TDP3-8","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-9]","She waves her finger above her to-go cup. A mini cloud forms above their cup. Bits of snow sprinkle down. She smiles proudly.","Κουνά το δάχτυλό της και ένα μικρό συννεφάκι αιωρείται πάνω απ'το ποτήρι της. Μερικές νιφάδες χιονιού αρχίζουν και πέφτουν απαλά. Χαμογελάει περήφανα."
"TDP3-9","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-10]","I smile too.","Χαμογελάω κι εγώ."
"TDP3-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-11]","I hope your first day is all you want it to be.","Ελπίζω η πρώτη σου μέρα να πάει όπως ακριβώς τη φαντάζεσαι."
"TDP3-11","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE1,CashRegister, Next: [TDP3-11b]"," Thank you! Please stay safe leaving the solar system soon! Tallyho!"," Σ' ευχαριστώ! Να προσέχεις όπως φεύγεις απ' το ηλιακό σύστημα! Χουχου!"
"TDP3-11b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]","-door chimes and closes-","-η πόρτα κουδουνίζει και κλείνει-"
"TDN3-1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [TDN3-2]","This isn’t quite what I’m looking for…","Κάτι άλλο είχα στο μυαλό μου..."
"TDN3-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN3-3]","They pull out their phone and notice the time. It seems to wake her up a little, but not much.","Βγάζει το κινητό και κοιτάει την ώρα. Φαίνεται πως την ξύπνησε αυτό, αλλά όχι αρκετά."
"TDN3-3","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE3, Next: [TDN3-4]","Oh! Look at the time. I’ll just figure out a way to stay up when I get there! Tallyho, gas station employee!","Ωχ! Κοίτα την ώρα. Θα βρω έναν τρόπο να μείνω ξύπνια μόλις φτάσω εκεί! Χουχου, υπάλληλε του βενζινάδικου!"
"TDN3-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN3-4b]"," I have a nametag--"," Φοράω ταμπελάκι με το όνομά μου..."
"TDN3-4b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]TDN3-4b","-door chimes and closes-","-η πόρτα κουδουνίζει και κλείνει-"
"D1D-17a","No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [D1D-17]","Flubber meows","Η Φλάμπερ νιαουρίζει"
"D1D-17","No Sc, msc: SupernovaAlt, sfx: Flubber_Burp, Next: [D1D-18]","Flubber floats and burps. I smile and give her a pat on the head.","Η Φλάμπερ αιωρείται και ρεύεται. Χαμογελάω και της χαϊδεύω το κεφάλι."
"D1D-18","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-19]","She looks proud of herself.","Δείχνει περήφανη."
"D1D-19","No Sc, msc: SupernovaAlt, sfx: Boom_2, Next: [DD1-14]","I jump up from my seat as I hear a boom come from outside.","Ένας δυνατός κρότος με κάνει να πεταχτώ απότομα απ' τη θέση μου."
"DD1-14","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-1a]"," What the hell--!?"," Τι στον διά...!;"
"8D-1a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [8D-1]","-door opens and chimes-","-η πόρτα ανοίγει και κουδουνίζει- "
"8D-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-15]","Sup.","Γεια."
"DD1-15","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-20]","Uh, sup? What was that?","Ε, γεια; Τι ήταν αυτός ο θόρυβος;"
"D1D-20","No Sc, msc: SupernovaAlt, no sfx, Next: [8D-2]","He ignores me and his eyes- er...screen look up.","Με αγνοεί και τα μάτια... ε... η οθόνη του κοιτά πάνω."
"8D-2","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [DD1-16]","What was what?","Τι θόρυβος;"
"DD1-16","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-3]","The boom?","Η έκρηξη έξω;"
"8D-3","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-17]","What boom?","Ποια έκρηξη;"
"DD1-17","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-18]","The-- okay.","Η... Καλά."
"DD1-18","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-21]","Do you need something?","Χρειάζεσαι τίποτα;"
"D1D-21","No Sc, msc: SupernovaAlt, sfx: 80008_hum2, Next: [8D-4]","A low hum comes from his circuits. He’s thinking.","Το ηλεκτρικό του κύκλωμα παράγει ένα σιγανό βουητό. Αρχίζει και σκέφτεται."
"8D-4","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [D1D-22]","You sell any Arinator brand stuff here? That one made by that smoking cyborg from outta the solar system?","Έχετε τίποτα από τη μάρκα Arinator εδώ; Αυτή που έφτιαξε εκέινο το καυτό cyborg έξω απ' το ηλιακό σύστημα;"
"D1D-22","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-19]","I’ve heard of Arinator probably. Cassiopeia’s a big fan of singers. Though something was kind of funny about this guy’s desperation. ","Κάπόυ έχω ξανακούσει αυτήν τη μάρκα. Η Κασσιόπη είναι μεγάλη θαυμάστρια διάφορων τραγουδιστών. Αν και ήταν κάπως αστεία η απελπισία αυτού του τυπά. "
"DD1-19","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-5]","I mean, I can check to see what we got.","Μπορώ να τσεκάρω τι έχουμε."
"8D-5","Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [8D-5b]","Sweet! I’ll also be putting 700 luncos on pump 2.","Τέλεια! Θα βάλω, επίσης, 700 λούνκο στην αντλία 2."
"8D-5b","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]","Select an item in the shop","Διάλεξε κάτι από το κατάστημα"
"8D-5b-Option-1","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]","",""
"8D-5b-Option-2","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]8D-5b-Option-2","",""
"TDP4-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDP4-5]","Yes! Arinator’s limited edition Mint choco paste? I thought this was sold out everywhere!","Ναι! Η συλλεκτική οδοντόκρεμα της Arinator με μέντα-σοκολάτα! Νόμιζα πως είχε εξαντληθεί παντού."
"TDP4-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-6]","I mean, it's mint chocolate toothpaste isn’t it?","Είναι οδοντόκρεμα με γεύση σοκολάτας και μέντας, σωστά;"
"TDP4-6","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-7]","I don’t think anyone is in a rush to buy that.","Αμφιβάλλω ότι ο κόσμος κάνει ουρά να την αγοράσει."
"TDP4-7","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2,CashRegister, Next: [TDP4-7b]","You just don’t understand the intricacies of something like this! Anything she endorses is a godsend!","Απλώς δεν καταλαβαίνεις τη μαγεία πίσω από κάτι τέτοιο! Οτιδήποτε εγκρίνει αυτή, είναι θείο δώρο!"
"TDP4-7b","No Sc, msc: SupernovaAlt, sfx: Door_Close,Door_Chime, Next: [TDP4-8]","-door chimes and closes-","-η πόρτα κουδουνίζει και κλείνει-"
"TDP4-8","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP4-9]","He wipes his face (screen?). Then blasts off with his bang of Arinator branded toothpaste in hand.","Σκουπίζει το πρόσωπο (την οθόνη;) του και ορμάει έξω κρατώντας σφιχτά τη σακούλα με την οδοντόκρεμα Arinator."
"TDP4-9","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]","Glad he found what he wanted.","Χαίρομαι που βρήκε αυτό που ήθελε."
"TDN4-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [TDN4-2]","Bro.","Αδερφέ."
