"location","context","source","target"
"ZC2","Silly numbers!","Made with 500% Zolkan coffee beans! How'd they figure out the 400%?","¡Elaborado con un 500 % de granos de Zolkanfé! ¿Cómo lograron calcular el 400 %? "
"MM1","Main Menu","Start","Comenzar"
"MM2","Main Menu","Options","Opciones"
"MM3","Main Menu","Exit","Salir"
"OPT1","Options Menu","Sound Options","Opciones de sonido"
"OPT2","Options Menu","Background Music Volume","Volumen de la música"
"OPT3","Options Menu","Character Speech Volume","Volumen de las voces"
"OPT4","Options Menu","Sound Effects Volume","Volumen de los efectos de sonido"
"OPT5","Options Menu","Cancel","Cancelar"
"OPT6","Options Menu","Save","Guardar"
"NUM","This is the values for the slider bar, for localizing numbers. We need all the numbers between 0 and 100","0.000000000","0.000000000"
"PM1","Pause Menu","Game Paused","Juego pausado"
"PM2","Pause Menu","Save","Guardar"
"PM3","Pause Menu","Load","Cargar"
"PM4","Pause Menu","Options","Opciones"
"PM5","Pause Menu","Quit","Salir"
"NAV1","phone and narrative navigation","now","ahora"
"NAV2","phone and narrative navigation","back","atrás"
"NAV3","phone and narrative navigation","next","sig."
"CS1","Credit Screen","Credits","Créditos"
"CS2","Credit Screen","writer","Escrito por"
"CS3","Credit Screen","Character Designer/Artist","Diseño de personajes/Arte"
"CS4","Credit Screen","Background and Item Artist","Arte de fondos y objetos"
"CS5","Credit Screen","Composer/Sound Designer","Composición/Diseño de sonido"
"CS6","Credit Screen","Additional Voice-Over","Voces adicionales"
"CS7","Credit Screen","UX/UI Designer","Diseño de UX/UI"
"CS8","Credit Screen","Programmer","Programación"
"S1","In the shop","Turn Around","Voltearse"
"S2","In the shop","Alpaca Jerky","Charqui de Alpaca"
"S3","In the shop","Deia Deia","Deia Deia"
"S4","In the shop","Arinator","Arinator"
"S5","In the shop","Food","Comida"
"IGD1","Itch Game Description","Supernova is a hybrid between a point-and-click and a visual novel with inspiration from games like Coffee Talk.  ","Supernova es un híbrido entre un point-and-click y una novela visual, con inspiración en juegos como Coffee Talk."
"IGD2","Itch Game Description","You are playing as Dmi, a gas station employee on Mars’ moon. ","Juegas como Dmi, une empleade de una gasolinera en la luna de Marte."
"IGD3","Itch Game Description","The solar system is reaching its end, and a supernova will wipe out everything in three days.","El Sistema Solar está llegando a su fin y en tres días todo será destruido por una supernova."
"IGD4","Itch Game Description","You’re clocking in. ","Comienzas tu día de trabajo."
"IGD5","Itch Game Description","Most people have relocated already, but a few people are still around.","Muchas personas ya se mudaron, pero todavía queda gente por los alrededores."
"IGD6","Itch Game Description","Who will you meet in those last three days?","¿Con quién te encontrarás estos últimos tres días?"
"IGD7","Itch Game Description","Notes from the creators:","Nota de les autores:"
"IGD8","Itch Game Description","A significant amount of work went into making this game accessible, thanks to our UX designer Susan.","Se requirió una cantidad significativa de trabajo para hacer que este juego sea accesible, agradecemos a Susan, nuestra diseñadora UX."
"IGD9","Itch Game Description","Features:","Características:"
"IGD10","Itch Game Description","Roughly 7,000 words of dialogue and narration","Aproximadamente 7000 palabras de diálogo y narración"
"IGD11","Itch Game Description","Two Endings!","¡Dos finales!"
"IGD12","Itch Game Description","You can pet the cat(?)!","¡Puedes acariciar a la gata(?)!"
"IGD13","Itch Game Description","One playthrough should be around 25 minutes","Una partida dura aproximadamente 25 minutos"
"IGD14","Itch Game Description","A Special thanks to Trey and Brandon for keeping Britney sane while organizing dialogue!","¡Agradecemos especialmente a Trey y Brandon por mantener a Britney cuerda mientras organizaba el diálogo! "
"IGD15","Itch Game Description","Contributors:","Contribuciones:"
"IGD16","Itch Game Description","Attribution:","Atribuciones:"
"IGD17","Not sure if some of the non-latin alphabets need to translate this","Twitter","Twitter"
"IGD18","Not sure if some of the non-latin alphabets need to translate this","Instagram","Instagram"
"IGD19","Not sure if some of the non-latin alphabets need to translate this","Linktree","Linktree"
"IGD20","Itch Game Description","Portfolio","Portafolio"
"INSTALL1","Installation details","Mac users - you may have to use the itch app to play this game","Para jugar a este juego en Mac, probablemente debas usar la aplicación de itch"
"NAV4"," On the phone missing string","How do you want to respond?","¿Cómo quieres responder?"
"S6","Front of shop shelves","Go Back","Volver"
"PM6","Pause menu","Resume","Continuar"
"OPT7","Options Menu","Language Options","Idiomas"
