location,context,source,target
D1D-14,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-15]","Flubber stares, unblinking.",Flubber terus menatap tak berkedip.
D1D-15,"No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1a]",She usually does that when she’s happy!,Ia selalu melakukan itu ketika sedang senang!
ZD1a,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-16]",-door opens and chimes-,(Pintu terbuka dan berdenting)
D1D-16,"No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1]",The cloudy person who enters the gas station yawns loudly. Her badge twinkles under the industrial lights.,Pengunjung yang memasuki pom bensin terlihat suram dan menguap lebar. Lencananya berkilau di bawah cahaya lampu.
ZD1,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [ZD1b]",I’m starting a new job outside of the solar system. Do you have Zolkan Coffee perchance?,Aku baru mulai kerjaan baru di luar Tata Surya. Apa di sini ada Kopi Zolkan?
ZD1b,"No Sc, msc: SupernovaAlt, sfx: , Next: [TDN3-1,TDP3-1]",Select an item in the shop,Pilih item di toko.
TDN3-1,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [TDN3-2]",This isn’t quite what I’m looking for…,Bukan ini yang kucari…
TDN3-2,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDN3-3]","They pull out their phone and notice the time. It seems to wake her up a little, but not much. ","Ia mengeluarkan HP dan menyadari waktu saat ini. Kelihatannya itu membuatnya lebih melek, walau sedikit."
TDN3-3,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE3, Next: [TDN3-4]","Oh! Look at the time. I’ll just figure out a way to stay up when I get there! Tallyho, gas station employee!","Oh, sudah jam segini! Aku akal-akalin aja deh biar tetep melek. Dadah, petugas pom bensin!"
TDN3-4,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN3-4b]", I have a nametag--,Saya punya nametag--
TDN3-4b,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]",-door chimes and closes-,(Pintu berdenting dan tertutup)
TDP3-1,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY2, Next: [TDP3-2]","Oh, my stars! Thank you!","Oh, demi bintang-bintang! Terima kasih!"
TDP3-2,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-3]","Before the drink sits for more than a nanosecond, it takes a long sip. I don’t think I’ve ever seen anyone down hot coffee that fast before… ","Seakan tidak ingin menghamburkan setiap nanodetik, ia segera menyesapnya. Rasanya aku belum pernah melihat ada yang meneguk kopi panas secepat itu…"
TDP3-3,"Sc: Zerua, msc: SupernovaAlt, sfx: Zerua_Short, Next: [TDP3-4]","Ah, that's better.","Ah, baru mendingan."
TDP3-4,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-5]",I eye their badge and rattle my brain for a topic of conversation.,Aku memperhatikan lencananya dan memutar otak untuk memulai percakapan.
TDP3-5,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-6]",Are you a clouditech? I think I’ve seen a badge like that before.,"Rasanya saya pernah melihat lencana itu, apa Anda clouditech?"
TDP3-6,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-7]",It lets out a big smile. It's as if they’ve been waiting for anyone to ask them all day.,Ia tersenyum lebar seakan telah menunggu pertanyaan itu.
TDP3-7,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE2, Next: [TDP3-8]",Yes! I’m starting a new job architecting artificial clouds! I’ve been looking for a job forever.,Benar! Aku memulai pekerjaan baru sebagai perancang awan buatan! Akhirnya aku dapat kerjaan setelah banyak ngelamar.
TDP3-8,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-9]",She waves her finger above her to-go cup. A mini cloud forms above their cup. Bits of snow sprinkle down. She smiles proudly.,Ia mengayunkan jari di atas cangkir kertasnya dan terbentuklah awan kecil. Sedikit salju turun ke cangkirnya dan ia pun tersenyum bangga.
TDP3-9,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-10]",I smile too.,Aku jadi ikut tersenyum.
TDP3-10,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-11]",I hope your first day is all you want it to be.,Semoga hari pertama Anda lancar.
TDP3-11,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE1,CashRegister, Next: [TDP3-11b]", Thank you! Please stay safe leaving the solar system soon! Tallyho!,"Terima kasih! Kamu juga hati-hati dan segera pergi dari Tata Surya, ya! Dadah!"
TDP3-11b,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]",-door chimes and closes-,(Pintu berdenting dan tertutup)
D1D-17a,"No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [D1D-17]",Flubber meows,Flubber mengeong.
D1D-17,"No Sc, msc: SupernovaAlt, sfx: Flubber_Burp, Next: [D1D-18]",Flubber floats and burps. I smile and give her a pat on the head.,Flubber melayang dan sendawa. Aku tersenyum dan mengelus kepalanya.
D1D-18,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-19]",She looks proud of herself.,Ia terlihat bangga pada dirinya sendiri.
D1D-19,"No Sc, msc: SupernovaAlt, sfx: Boom_2, Next: [DD1-14]",I jump up from my seat as I hear a boom come from outside.,Aku terperanjat dari kursi begitu mendengar suara ledakan dari luar.
DD1-14,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-1a]", What the hell--!?,Apa yang--!?
8D-1a,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [8D-1]",-door opens and chimes-,(Pintu terbuka dan berdenting)
8D-1,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-15]",Sup.,Hai.
DD1-15,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-20]","Uh, sup? What was that?","Uh, hai? Ada apa barusan?"
D1D-20,"No Sc, msc: SupernovaAlt, no sfx, Next: [8D-2]",He ignores me and his eyes- er...screen look up.,"Ia mengabaikanku dan mata- ah, maksudku layarnya menengadah."
8D-2,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [DD1-16]",What was what?,Ada apa barusan?
DD1-16,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-3]",The boom?,Maksudnya ledakan tadi?
8D-3,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-17]",What boom?,Ledakan apa?
DD1-17,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-18]",The-- okay.,Yang-- ya sudahlah.
DD1-18,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-21]",Do you need something?,Apa yang Anda butuhkan?
D1D-21,"No Sc, msc: SupernovaAlt, sfx: 80008_hum2, Next: [8D-4]",A low hum comes from his circuits. He’s thinking.,"Dengungan rendah keluar dari sirkuitnya, ia sedang berpikir."
8D-4,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [D1D-22]",You sell any Arinator brand stuff here? That one made by that smoking cyborg from outta the solar system?,Ada barang merk Arinator? Yang dibuat oleh cyborg bohay dari luar Tata Surya itu.
D1D-22,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-19]",I’ve heard of Arinator probably. Cassiopeia’s a big fan of singers. Though something was kind of funny about this guy’s desperation. ,Mungkin aku pernah mendengar Arinator karena Cassiopeia suka dengan para penyanyi. Entah kenapa rasanya sedikit lucu melihat pengunjung yang berusaha mati-matian ini.
DD1-19,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-5]","I mean, I can check to see what we got.","Yah, saya bisa memastikan dulu apa yang kami miliki."
8D-5,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [8D-5b]",Sweet! I’ll also be putting 700 luncos on pump 2.,Mantap! Aku juga mau 700 lunco buat pompa 2.
8D-5b,"No Sc, msc: SupernovaAlt, sfx: , Next: [TDN4-1,TDP4-1]",Select an item in the shop,Pilih item di toko.
TDN4-1,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [TDN4-2]",Bro.,Hei.
TDN4-2,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [TDN4-3]", This is NOT Arinator. She only has her face on the cover of all her products dude.,Ini BUKAN Arinator! Dia selalu pasang wajahnya di semua produknya!
TDN4-3,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-4]",His facial screen switches to a video of a cyborg woman performing a song on stage. Her fans are screaming their lungs out.,Layar ekspresinya berubah menjadi video cyborg wanita yang menyanyikan lagu di panggung dan para fans yang berteriak lantang.
TDN4-4,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDN4-5]",See? You don’t recognize her?,"Nih, yang ini. Kamu enggak kenal?"
TDN4-5,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN4-6]","Oh, well...I don’t think I really know her stuff.","Oh, ya… saya tidak begitu mengenalnya."
TDN4-6,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [TDN4-6b]",Fine...I’ll just get gas.,Ya sudahlah… aku beli bensin aja.
TDN4-6b,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDN4-7]",-door chimes and closes-,(Pintu berdenting dan tertutup)
TDN4-7,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-8]",I stare out the window and watch as 8008 picks up a gas pump and guzzles it straight from the nozzle. His screen shows a sad face with a tear. He then blasts off into space.,Aku memandang ke luar jendela dan memperhatikan 8008 menggenggam pompa bensin dan langsung meneguknya dari nosel. Layarnya menunjukkan wajah sedih dengan setetes air mata sebelum meluncur ke luar angkasa.
TDN4-8,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]",Poor guy.,Kasihan sekali.
TDP4-1,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDP4-5]",Yes! Arinator’s limited edition Mint choco paste? I thought this was sold out everywhere!,Benar! Pasta choco mint Arinator edisi terbatas? Kukira ini sudah habis terjual!
TDP4-5,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-6]","I mean, it's mint chocolate toothpaste isn’t it?","Soalnya, yah. Tahu lah kalau itu pasta choco mint."
TDP4-6,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-7]",I don’t think anyone is in a rush to buy that.,Tidak ada yang akan buru-buru untuk beli itu.
TDP4-7,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_2,CashRegister, Next: [TDP4-7b]",You just don’t understand the intricacies of something like this! Anything she endorses is a godsend!,Kamu hanya tidak mengerti betapa berharganya ini! Apa pun yang dia promosikan adalah anugerah!
TDP4-7b,"No Sc, msc: SupernovaAlt, sfx: Door_Close,Door_Chime, Next: [TDP4-8]",-door chimes and closes-,(Pintu berdenting dan tertutup)
TDP4-8,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP4-9]",He wipes his face (screen?). Then blasts off with his bang of Arinator branded toothpaste in hand.,Ia mengusap wajah (layar?) dan meluncur pergi dengan pasta gigi merk Arinator di genggamannya.
TDP4-9,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]",Glad he found what he wanted.,Syukurlah ia menemukan apa yang dicarinya.
D1D-24a,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-24]",-door opens and chimes-,(Pintu terbuka dan berdenting)
D1D-24,"No Sc, msc: SupernovaAlt, no sfx, Next: [CRD1]",An old man enters the gas station. He seems to have some kind of air of caution around him. The way he whips his head around makes him look like he is expecting an attack at any moment.,Pria tua memasuki pom bensin. Ia terlihat sedang waspada. Kepalanya yang celingukan seolah sedang menunggu serangan yang akan datang kapan saja.
CRD1,"Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [DD1-20]","Salutations, Martian.","Salam, warga Mars."
DD1-20,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD2]","Uh, hello? Do you need something, sir?","Uh, halo? Apa Anda membutuhkan sesuatu?"
CRD2,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-25]","Yes, I actually have a list here…","Iya, aku punya daftarnya…"
D1D-25,"No Sc, msc: SupernovaAlt, no sfx, Next: [CRD3]",He pulls out a tiny holosheet and starts to read off of it.,Ia mengeluarkan kertas holografik kecil dan mulai membacanya.
CRD3,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST3, Next: [DD1-21]","I’m looking for duct tape, five laser blasters, a medkit, a flaming katana--","Aku mencari lakban, lima senjata laser, kotak P3K, katana berapi--"
DD1-21,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-26]","Sir, this is a gas station.","Maaf, tapi ini pom bensin."
D1D-26,"No Sc, msc: SupernovaAlt, no sfx, Next: [CRD4]",He stares blankly at me.,Ia menatapku dengan pandangan kosong.
CRD4,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-22]",...Can I at least get the katana?,…Apa setidaknya aku bisa beli katana?
DD1-22,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-27]", What do you even need a Katana for?!,Kenapa Anda perlu katana?!
D1D-27,"No Sc, msc: SupernovaAlt, sfx: Crust_Laugh, Next: [CRD5]",The man lets out a hearty laugh. He slaps his rocky chest. Pebbles fall off him.,Pria itu tertawa lantang sambil menepuk dadanya yang berbatu hingga kerikil berjatuhan.
CRD5,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [CRD6]",Doomsday is in just three days! While you’re in here wasting away working MINIMUM wage!,Tiga hari lagi kiamat! Tapi kamu malah menghabiskan waktu bekerja untuk upah KECIL!
CRD6,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-23]","I, Crust, from Mercury, will look at this burning ball of hell gas, and say…","Aku Crust, asal Merkurius. Aku akan terus memperhatikan bola api gas itu dan berkata…"
DD1-23,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD7]",…,…
CRD7,"Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [D1D-28]",No.,Tidak.
D1D-28,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-24]",He smiles widely.,Ia tersenyum lebar.
