"location","context","source","target"
"S5","In the shop","Food","Mâncare"
"IGD1","Itch Game Description","Supernova is a hybrid between a point-and-click and a visual novel with inspiration from games like Coffee Talk.  ","Supernova este un hibrid între un joc point‑and‑click și un visual novel, inspirat de jocuri precum Coffee Talk. "
"IGD2","Itch Game Description","You are playing as Dmi, a gas station employee on Mars’ moon. ","Joci în rolul lui Amd, un angajat la o benzinărie de pe satelitul lui Marte. "
"IGD3","Itch Game Description","The solar system is reaching its end, and a supernova will wipe out everything in three days.","Sistemul solar se apropie de apusul său, iar o supernovă va distruge totul în trei zile."
"IGD4","Itch Game Description","You’re clocking in. ","Îți începi programul. "
"IGD5","Itch Game Description","Most people have relocated already, but a few people are still around.","Majoritatea s‑au mutat deja, dar mai există câțiva care au rămas."
"IGD6","Itch Game Description","Who will you meet in those last three days?","Pe cine vei întâlni în aceste ultime trei zile?"
"IGD7","Itch Game Description","Notes from the creators:","Mesaj de la creatori:"
"IGD8","Itch Game Description","A significant amount of work went into making this game accessible, thanks to our UX designer Susan.","O muncă considerabilă a fost dedicată accesibilității jocului, mulțumită designerului nostru UX, Susan."
"IGD9","Itch Game Description","Features:","Ce oferă jocul:"
"IGD10","Itch Game Description","Roughly 7,000 words of dialogue and narration","În jur de 7.000 de cuvinte de dialog și narațiune."
"IGD11","Itch Game Description","Two Endings!","Două sfârșituri alternative!"
"IGD12","Itch Game Description","You can pet the cat(?)!","Poți mângâia pisica(?)!"
"IGD13","Itch Game Description","One playthrough should be around 25 minutes","Un parcurs complet ar trebui să dureze aproximativ 25 de minute."
"IGD14","Itch Game Description","A Special thanks to Trey and Brandon for keeping Britney sane while organizing dialogue!","Mulțumiri speciale lui Trey și Brandon pentru că au ajutat‑o pe Britney să‑și păstreze sănătatea mintală în timp ce organiza dialogul!"
"IGD15","Itch Game Description","Contributors:","Colaboratori:"
"IGD16","Itch Game Description","Attribution:","Recunoaștere:"
"IGD17","Not sure if some of the non-latin alphabets need to translate this","Twitter","Twitter"
"IGD18","Not sure if some of the non-latin alphabets need to translate this","Instagram","Instagram"
"IGD19","Not sure if some of the non-latin alphabets need to translate this","Linktree","Linktree"
"IGD20","Itch Game Description","Portfolio","Portofoliu"
"INSTALL1","Installation details","Mac users - you may have to use the itch app to play this game","Utilizatorilor de Mac – este posibil să fie nevoie să folosiți aplicația itch pentru a juca acest joc."
"NAV4"," On the phone missing string","How do you want to respond?","Cum vrei să răspunzi?"
"S6","Front of shop shelves","Go Back","Înapoi"
"PM6","Pause menu","Resume","Continuă"
"OPT7","Options Menu","Language","Limbă"
