"location","context","source","target"
"D1D-1","No Sc, msc: SupernovaAlt, sfx: PhoneHangUp, Next: [DD1-1]","I jump from my seat and slam my phone onto the side of the counter.","D'un bond, je me lève de mon siège et repose précipitamment mon téléphone sur le côté du comptoir."
"DD1-1","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-2]","I wasn’t on my phone!","J'étais pas sur mon téléphone !"
"D1D-2","No Sc, msc: SupernovaAlt, sfx: RobHuff2, Next: [ROD1-2]","Rob huffs.","Rob souffle."
"ROD1-2","Sc: Rob, msc: SupernovaAlt, sfx: ROB2, Next: [FOD1-1]","I’m not your mother. I’m heading out, but I’m gonna leave Flubber with you.","Je suis pas ta mère. Je sors, mais je te laisse Flubber."
"FOD1-1","No Sc, msc: SupernovaAlt, sfx: FLUBBER1, Next: [DD1-2]","Flubber meows","Flubber miaule."
"DD1-2","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-3]","Come on, Rob. What am I? A cat-sitter? and on company time?","Sérieux, Rob ? Je suis pas cat-sitter, moi. Et sur mon temps de travail, en plus ?"
"ROD1-3","Sc: Rob, msc: SupernovaAlt, sfx: ROB3, Next: [DD1-3]","Well, I’ll dock your pay if you don’t!","Si tu refuses, je baisse ta paie !"
"DD1-3","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-4]","Don’t you do that already?","Ma paie est déjà réduite, non ?"
"ROD1-4","Sc: Rob, msc: SupernovaAlt, no sfx, Next: [DD1-4]","...","…"
"DD1-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-5]","...","…"
"ROD1-5","Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [ROD1-6]","...anyways.","… Bref."
"ROD1-6","Sc: Rob, msc: SupernovaAlt, sfx: ROB3, Next: [ROD1-7]","I gotta help my mom pack, and Flubber likes to play in boxes.","Je dois aider ma mère à faire ses cartons, et Flubber aime trop jouer dans les boîtes."
"ROD1-7","Sc: Rob, msc: SupernovaAlt, sfx: ROB2, Next: [FD1-1]","Besides, she likes you anyway!","En plus, elle t'aime bien !"
"FD1-1","Sc: Flubber, msc: SupernovaAlt, sfx: FLUBBER2, Next: [ROD1-8]","Meow","Miaou."
"ROD1-8","Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [DD1-5]","See?","Tu vois ?"
"DD1-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-9]","Fine...","C'est d'accord…"
"ROD1-9","Sc: Rob, msc: SupernovaAlt, sfx: ROB1, Next: [ROD1-10]","Thanks! Thats why I always tell people we need more Dmis at Cosmic Fuel!","Merci ! Voilà pourquoi je dis toujours qu'il faut plus de Dmi chez Cosmic Fuel !"
"ROD1-10","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-3]","-door opens and chimes-","- La porte s'ouvre et le carillon sonne. -"
"D1D-3","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-4]","Ugh, Rob’s always piling stuff on me like this.","Pff, comme toujours, Rob me refile tout le boulot."
"D1D-4","No Sc, msc: SupernovaAlt, no sfx, Next: [CalderEnter]","I stare at my phone. I shouldn’t leave Cassie hanging…","Mon regard se fixe sur mon téléphone. Je devrais pas mettre un vent à Cassie…"
"CalderEnter","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-5]","-door opens and chimes-","- La porte s'ouvre et le carillon sonne. -"
"D1D-5","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-6]","Cassiopeia’s got to wait.","Bon, Cassiopée devra attendre."
"D1D-6","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-6]","The customer before me nods her head to the beat coming from her headphones. He sizes up the shelves. Almost looks like he has the intention of cleaning out our stock.","La cliente devant moi hoche la tête au rythme de la musique qui retentit dans son casque. Ille examine les étagères avec attention. On dirait presque qu'ille compte vider notre stock."
"DD1-6","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-1]","Uh, do you need anything?","Euh, je peux vous aider ?"
"CAD-1","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-7]","What!?","Quoi !?"
"D1D-7","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-7]","What type of music is that? R&B? Retro R&B?","C'est quoi, comme musique ? Du R&B ? Du R&B rétro ?"
"DD1-7","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-2]","DO YOU NEED ANYTHING?","JE PEUX VOUS AIDER ?"
"CAD-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER2, Next: [DD1-8]","DO I WHAT? I’M NOT GOOD AT READING LIPS!","DE QUOI ? JE SUIS PAS DOUÉE POUR LIRE SUR LES LÈVRES !"
"DD1-8","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-3]","TURN IT DOWN!","BAISSEZ LE VOLUME !"
"CAD-3","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-8]","Oh!","Oh !"
"D1D-8","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-4]","She adjusts the volume of her headphones.","Ille ajuste le volume de son casque."
"CAD-4","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [CAD-5]","Sorry, I sometimes forget to just turn off the music.","Désolée, parfois j'oublie de couper la musique."
"CAD-5","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Do you have a Doomsday sale going on?","Vous avez des promos spéciales apocalypse, en ce moment ?"
"CAD-5-Option-1","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Doomsday Sale?","Des promos spéciales apocalypse ?"
"CAD-5-Option-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Sure, if you just take it.","Bien sûr, prenez ce que vous voulez."
"DD1-9a","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-9b]","Doomsday Sale?","Des promos spéciales apocalypse ?"
"DD1-9b","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-6]","We’re supposed to have one?","Pourquoi, on devrait ?"
"CAD-6","Sc: Calder, msc: SupernovaAlt, sfx: CALDER2, Next: [D1D-9]","Well, why not? I looked it up on Froogle.","Oui, pourquoi pas ? J'ai vu ça en cherchant sur Froogle."
"D1D-9","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-10]","I sigh. She’s one of those customers.","Je soupire. Je vois très bien à quel genre de cliente j'ai affaire."
"DD1-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-9]","Sorry, there are no Doomsday promotions going on. If you cash in with your Cosmic membership that’ll take a few luncos off.","Non, on a pas de promotions spéciales apocalypse. Si vous utilisez votre carte de membre Cosmic, vous économiserez quelques monastrals."
"DD1-11a","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-11b]","Sure, if you just take it.","Bien sûr, prenez ce que vous voulez."
"DD1-11b","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-10]","It’ll be 100% off then.","Réduction de 100 %."
"D1D-10","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-7]","Calder’s eyes widen.","Calder écarquille les yeux."
"CAD-7","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [D1D-11]","Really? I can just take it?","Sérieux ? C'est gratuit ?"
"D1D-11","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-12]","Excitement spreads across his face.","Son visage se met à rayonner."
"DD1-12","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-12]","No.","Non."
"D1D-12","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-8]","Her smile fades.","Son sourire s'évanouit."
"CAD-8","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-13]","Aww man.","Oh…"
"D1D-13","No Sc, msc: SupernovaAlt, sfx: Calder_Grunt3, Next: [CAD-9]","He huffs.","Ille souffle."
"CAD-9","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [DD1-13]","Alright then, can I put 400 Luncos on pump 2, and what type of fizzy drinks do you have? You’ve gotta have a 2-for-1 deal here.","Bon, je voudrais mettre 400 monastrals pour la pompe 2, et… vous avez quoi, comme soda ? Vous faites des promos 1 + 1 gratuit ?"
"DD1-13","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CalderShopChoice]","Hold on, I think I have something in mind.","Attendez, je crois que j'ai ce qu'il faut."
"CalderShopChoice","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]","Select an item in the shop","Sélectionnez un article du magasin."
"CalderShopChoice-Option-1","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]","",""
"CalderShopChoice-Option-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]CalderShopChoice-Option-2","",""
"TDP2-1","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-2]","Her eyes light up from the soda in my hand.","Son regard s'illumine à la vue du soda dans ma main."
"TDP2-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDP2-3]","You guys carry Deia Deia Soda!? I have a coupon for those!","Vous avez du Soda Deia Deia !? J'ai un coupon pour ça !"
"TDP2-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-4]","He pulls out a comically large coupon book and flips through the pages. She passes a coupon with a picture of Deia Deia Soda.","Ille sort un énorme livre de coupons et en feuillette les pages, puis m'en passe un avec l'image d'un Soda Deia Deia."
"TDP2-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP2-5a]","Huh. I guess you do. I’ll ring you up.","Ah ouais, je vois ça. Je vais le scanner."
"TDP2-5a","No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP2-5]","-register chimes-","- bruit de caisse enregistreuse -"
"TDP2-5","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDP2-6a]","Thanks!","Merci !"
"TDP2-6a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDP2-6]","-door chimes and closes-","- Le carillon sonne et la porte se referme. -"
"TDP2-6","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-14a]","The candle-headed alien makes his way out of the gas station. I catch a glimpse of a snazzy-looking ship outside. She’s got good taste.","L'alien à la tête de chandelle quitte la station-service, et j'aperçois un vaisseau super stylé dehors. Ille a du goût."
"D1D-14a","No Sc, msc: SupernovaAlt, sfx: FLUBBER1, Next: [D1D-14]","Flubber meows","Flubber miaule."
"TDN2-1","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDN2-2]","Uh, this isn’t what I was really looking for.","Euh, c'est pas vraiment ce que je cherche."
"TDN2-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDN2-3]","I’ve gotta go! I almost forgot there is a sale on 5D glasses on Uranus!","Je dois y aller ! J'ai failli oublier qu'il y avait une promo sur les lunettes 5D sur Uranus !"
"TDN2-3","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-14]","He bolts out of the gas station.","Ille quitte la station-service en trombe."
"D1D-14","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-15]","Flubber stares, unblinking.","Flubber me fixe sans cligner des yeux."
"D1D-15","No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1a]","She usually does that when she’s happy!","Généralement, ça veut dire qu'elle est contente !"
"ZD1a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-16]","-door opens and chimes-","- La porte s'ouvre et le carillon sonne. -"
"D1D-16","No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1]","The cloudy person who enters the gas station yawns loudly. Her badge twinkles under the industrial lights.","La personne nébuleuse qui vient de passer la porte d'entrée bâille audiblement. Son badge scintille sous l'éclairage industriel."
"ZD1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [ZD1b]","I’m starting a new job outside of the solar system. Do you have Zolkan Coffee perchance?","C'est ma première journée à mon nouveau poste en dehors du Système solaire. Est-ce que vous auriez du café zolkien, par hasard ?"
"ZD1b","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]","Select an item in the shop","Sélectionnez un article du magasin."
"ZD1b-Option-1","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]","",""
"ZD1b-Option-2","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]ZD1b-Option-2","",""
"TDP3-1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY2, Next: [TDP3-2]","Oh, my stars! Thank you!","Oh, par les étoiles ! Merci !"
"TDP3-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-3]","Before the drink sits for more than a nanosecond, it takes a long sip. I don’t think I’ve ever seen anyone down hot coffee that fast before…","Avant que le café n'ait eu le temps de refroidir même une nanoseconde, ul prend une longue gorgée. Je n'avais encore jamais vu quelqu'un boire un café chaud aussi vite…"
"TDP3-3","Sc: Zerua, msc: SupernovaAlt, sfx: Zerua_Short, Next: [TDP3-4]","Ah, that's better.","Ah, ça fait du bien."
"TDP3-4","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-5]","I eye their badge and rattle my brain for a topic of conversation.","J'observe son badge tout en me triturant les méninges pour trouver un sujet de conversation."
"TDP3-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-6]","Are you a clouditech? I think I’ve seen a badge like that before.","Vous bossez en nébulotech ? Je crois que j'ai déjà vu ce badge quelque part."
"TDP3-6","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-7]","It lets out a big smile. It's as if they’ve been waiting for anyone to ask them all day.","Ul me fait un grand sourire, comme si ul attendait justement que quelqu'un lui pose la question."
"TDP3-7","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE2, Next: [TDP3-8]","Yes! I’m starting a new job architecting artificial clouds! I’ve been looking for a job forever.","Oui ! J'ai un nouveau poste en architecture de nuages artificiels ! J'étais à la recherche d'un emploi depuis des lustres."
"TDP3-8","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-9]","She waves her finger above her to-go cup. A mini cloud forms above their cup. Bits of snow sprinkle down. She smiles proudly.","Ul lève un doigt au-dessus de son gobelet à emporter, et un petit nuage se forme. Des flocons de neige miniatures tombent dans le café. Ul sourit fièrement."
"TDP3-9","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-10]","I smile too.","Je souris aussi."
"TDP3-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-11]","I hope your first day is all you want it to be.","J'espère que votre premier jour sera à la hauteur de vos espérances."
"TDP3-11","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE1,CashRegister, Next: [TDP3-11b]"," Thank you! Please stay safe leaving the solar system soon! Tallyho!"," Merci ! Faites attention à vous, et quittez vite le Système solaire ! Taïaut !"
"TDP3-11b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]","-door chimes and closes-","- Le carillon sonne et la porte se referme. -"
"TDN3-1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [TDN3-2]","This isn’t quite what I’m looking for…","Ce n'est pas exactement ce que je recherche…"
"TDN3-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN3-3]","They pull out their phone and notice the time. It seems to wake her up a little, but not much.","Ul sort son téléphone et semble se réveiller un peu en voyant l'heure."
"TDN3-3","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE3, Next: [TDN3-4]","Oh! Look at the time. I’ll just figure out a way to stay up when I get there! Tallyho, gas station employee!","Oh, vous avez vu l'heure ? Je trouverai bien une façon de garder les yeux ouverts là-bas. Taïaut, employæ de station-service !"
"TDN3-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN3-4b]"," I have a nametag--"," Mon nom est écrit sur mon badge…"
"TDN3-4b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]TDN3-4b","-door chimes and closes-","- Le carillon sonne et la porte se referme. -"
"D1D-17a","No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [D1D-17]","Flubber meows","Flubber miaule."
"D1D-17","No Sc, msc: SupernovaAlt, sfx: Flubber_Burp, Next: [D1D-18]","Flubber floats and burps. I smile and give her a pat on the head.","Flubber flotte dans les airs et lâche un rot. Je souris et lui caresse la tête."
"D1D-18","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-19]","She looks proud of herself.","Elle a l'air fière d'elle."
"D1D-19","No Sc, msc: SupernovaAlt, sfx: Boom_2, Next: [DD1-14]","I jump up from my seat as I hear a boom come from outside.","Je saute de mon siège en entendant le bruit d'une explosion à l'extérieur."
"DD1-14","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-1a]"," What the hell--!?"," C'est quoi ce bordel !?"
"8D-1a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [8D-1]","-door opens and chimes-","- La porte s'ouvre et le carillon sonne. -"
"8D-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-15]","Sup.","S'lut."
"DD1-15","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-20]","Uh, sup? What was that?","Euh, salut ? C'était quoi, ça ?"
"D1D-20","No Sc, msc: SupernovaAlt, no sfx, Next: [8D-2]","He ignores me and his eyes- er...screen look up.","Il ignore ma question et lève les yeux… ou plutôt l'écran vers moi."
"8D-2","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [DD1-16]","What was what?","De quoi vous parlez ?"
"DD1-16","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-3]","The boom?","De l'explosion ?"
"8D-3","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-17]","What boom?","Quelle explosion ?"
"DD1-17","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-18]","The-- okay.","L'ex… Laissez tomber."
"DD1-18","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-21]","Do you need something?","Vous avez besoin de quelque chose ?"
"D1D-21","No Sc, msc: SupernovaAlt, sfx: 80008_hum2, Next: [8D-4]","A low hum comes from his circuits. He’s thinking.","Ses circuits émettent un léger bruit. Il réfléchit."
"8D-4","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [D1D-22]","You sell any Arinator brand stuff here? That one made by that smoking cyborg from outta the solar system?","Vous vendez des produits Arinator ici ? Vous savez, la marque de cette cyborg super canon qui vient d'ailleurs ?"
"D1D-22","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-19]","I’ve heard of Arinator probably. Cassiopeia’s a big fan of singers. Though something was kind of funny about this guy’s desperation. ","J'ai sûrement déjà entendu parler d'Arinator. Cassiopée est très fan d'artistes musicaux. Par contre, ce mec sent le désespoir à plein nez. "
"DD1-19","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-5]","I mean, I can check to see what we got.","Je peux aller voir ce qu'on a."
"8D-5","Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [8D-5b]","Sweet! I’ll also be putting 700 luncos on pump 2.","Génial ! Je vais aussi mettre 700 monastrals sur la pompe 2."
"8D-5b","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]","Select an item in the shop","Sélectionnez un article du magasin."
"8D-5b-Option-1","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]","",""
"8D-5b-Option-2","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]8D-5b-Option-2","",""
"TDP4-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDP4-5]","Yes! Arinator’s limited edition Mint choco paste? I thought this was sold out everywhere!","Ouah ! Du dentifrice Arinator édition limitée goût choco-menthe ? Je le croyais en rupture de stock partout !"
"TDP4-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-6]","I mean, it's mint chocolate toothpaste isn’t it?","Bah… c'est du dentifrice goût choco-menthe, aussi."
"TDP4-6","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-7]","I don’t think anyone is in a rush to buy that.","Je pense pas que les gens se bousculent pour en acheter."
"TDP4-7","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2,CashRegister, Next: [TDP4-7b]","You just don’t understand the intricacies of something like this! Anything she endorses is a godsend!","Non mais vous comprenez juste pas le phénomène que c'est, en fait. Si elle fait la promo d'un truc, c'est forcément bien !"
"TDP4-7b","No Sc, msc: SupernovaAlt, sfx: Door_Close,Door_Chime, Next: [TDP4-8]","-door chimes and closes-","- Le carillon sonne et la porte se referme. -"
"TDP4-8","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP4-9]","He wipes his face (screen?). Then blasts off with his bang of Arinator branded toothpaste in hand.","Il s'essuie le visage (l'écran ?), puis s'en va avec entrain, son dentifrice Arinator à la main."
"TDP4-9","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]","Glad he found what he wanted.","Au moins, il a trouvé ce qu'il voulait."
"TDN4-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [TDN4-2]","Bro.","Sérieux ?"
"TDN4-2","Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [TDN4-3]"," This is NOT Arinator. She only has her face on the cover of all her products dude."," C'est pas DU TOUT un produit Arinator. Son visage serait sur l'emballage, sinon. "
"TDN4-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-4]","His facial screen switches to a video of a cyborg woman performing a song on stage. Her fans are screaming their lungs out.","Son écran facial se met à diffuser une vidéo d'une femme cyborg en train de chanter sur scène pendant que ses fans hurlent à pleins poumons."
"TDN4-4","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDN4-5]","See? You don’t recognize her?","Alors ? Vous la reconnaissez pas ?"
"TDN4-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN4-6]","Oh, well...I don’t think I really know her stuff.","Oh, euh… Je la connais pas trop, j'avoue."
"TDN4-6","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [TDN4-6b]","Fine...I’ll just get gas.","Bon… Je vais juste prendre de l'essence."
"TDN4-6b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDN4-7]","-door chimes and closes-","- Le carillon sonne et la porte se referme. -"
"TDN4-7","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-8]","I stare out the window and watch as 8008 picks up a gas pump and guzzles it straight from the nozzle. His screen shows a sad face with a tear. He then blasts off into space.","En regardant par la fenêtre, je vois 8008 attraper une pompe et boire directement depuis le tuyau. Son écran affiche un visage triste qui tire une larme, puis il décolle dans l'espace."
"TDN4-8","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]","Poor guy.","Pauvre gars."
"D1D-24a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-24]","-door opens and chimes-","- La porte s'ouvre et le carillon sonne. -"
"D1D-24","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD1]","An old man enters the gas station. He seems to have some kind of air of caution around him. The way he whips his head around makes him look like he is expecting an attack at any moment.","Un vieil homme entre dans la station-service. Il semble inquiet et jette des regards par-dessus son épaule, comme s'il s'attendait à se faire attaquer à tout moment."
"CRD1","Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [DD1-20]","Salutations, Martian.","Salutations, être de Mars."
"DD1-20","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD2]","Uh, hello? Do you need something, sir?","Euh, bonjour ? Je peux vous aider, monsieur ?"
"CRD2","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-25]","Yes, I actually have a list here…","Oui, j'ai une liste, juste ici…"
"D1D-25","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD3]","He pulls out a tiny holosheet and starts to read off of it.","Il sort une petite holopage et commence à lire ce qui y est écrit."
"CRD3","Sc: Crust, msc: SupernovaAlt, sfx: CRUST3, Next: [DD1-21]","I’m looking for duct tape, five laser blasters, a medkit, a flaming katana--","Je cherche du gros ruban adhésif, cinq pistolets laser, une trousse de premiers secours, un katana enflammé…"
