"location","context","source","target"
"IGD14","Itch Game Description","A Special thanks to Trey and Brandon for keeping Britney sane while organizing dialogue!","Особлива Подяка Трею й Брендону за те, що допомогли Брітні не збожеволіти під час упорядкування діалогів!"
"IGD15","Itch Game Description","Contributors:","Автори:"
"IGD16","Itch Game Description","Attribution:","Сторонні ресурси:"
"IGD17","Not sure if some of the non-latin alphabets need to translate this","Twitter","Twitter"
"IGD18","Not sure if some of the non-latin alphabets need to translate this","Instagram","Instagram"
"IGD19","Not sure if some of the non-latin alphabets need to translate this","Linktree","Linktree"
"IGD20","Itch Game Description","Portfolio","Портфоліо"
"INSTALL1","Installation details","Mac users - you may have to use the itch app to play this game","Користувачам Mac може довестися запускати цю гру через застосунок itch.io"
"NAV4"," On the phone missing string","How do you want to respond?","Що відповісти?"
"S6","Front of shop shelves","Go Back","Назад"
"PM6","Pause menu","Resume","Продовжити"
"OPT7","Options Menu","Language Options","Вибір мови"
