"location","context","source","target"
"OPT3","Options Menu","Character Speech Volume","Giọng nói nhân vật"
"OPT4","Options Menu","Sound Effects Volume","Hiệu ứng âm thanh"
"OPT5","Options Menu","Cancel","Hủy"
"OPT6","Options Menu","Save","Lưu"
"NUM","This is the values for the slider bar, for localizing numbers. We need all the numbers between 0 and 100","0.000000000","0.000000000"
"PM1","Pause Menu","Game Paused","Đang tạm dừng"
"PM2","Pause Menu","Save","Lưu"
"PM3","Pause Menu","Load","Tải"
"PM4","Pause Menu","Options","Tùy chọn"
"PM5","Pause Menu","Quit","Thoát"
"NAV1","phone and narrative navigation","now","Hiện tại"
"NAV2","phone and narrative navigation","back","Quay lại"
"NAV3","phone and narrative navigation","next","Tiếp"
"CS1","Credit Screen","Credits","Đội ngũ thực hiện"
"CS2","Credit Screen","writer","Biên kịch"
"CS3","Credit Screen","Character Designer/Artist","Hoạ sĩ/Thiết kế nhân vật"
"CS4","Credit Screen","Background and Item Artist","Hoạ sĩ bối cảnh và đồ vật"
"CS5","Credit Screen","Composer/Sound Designer","Soạn nhạc/Thiết kế âm thanh"
"CS6","Credit Screen","Additional Voice-Over","Hỗ trợ lồng tiếng"
"CS7","Credit Screen","UX/UI Designer","Thiết kế UX/UI"
"CS8","Credit Screen","Programmer","Lập trình"
"S1","In the shop","Turn Around","Quay Lưng"
"S2","In the shop","Alpaca Jerky","Lạc đà Alpaca khô"
"S3","In the shop","Deia Deia","Nước ngọt Deia Deia"
"S4","In the shop","Arinator","Kem đánh răng Arinator"
"S5","In the shop","Food","Đồ ăn"
"IGD1","Itch Game Description","Supernova is a hybrid between a point-and-click and a visual novel with inspiration from games like Coffee Talk.  ","Supernova là một cuốn tiểu thuyết trực quan (visual novel) kết hợp với kiểu trò chơi chỉ cần dùng chuột (point-n-click), lấy cảm hứng từ các trò chơi điện tử như Coffee Talk.  "
"IGD2","Itch Game Description","You are playing as Dmi, a gas station employee on Mars’ moon. ","Bạn sẽ hóa thân thành Diễm Mi, nhân viên của một trạm xăng trên mặt trăng của Sao Hỏa. "
"IGD3","Itch Game Description","The solar system is reaching its end, and a supernova will wipe out everything in three days.","Hệ Mặt Trời đang chết dần, và trong ba ngày nữa sẽ có một vụ nổ siêu tân tinh quét sạch mọi thứ."
"IGD4","Itch Game Description","You’re clocking in. ","Còn bạn thì vẫn đi làm như mọi ngày. "
"IGD5","Itch Game Description","Most people have relocated already, but a few people are still around.","Gần như tất cả đều đã di tản, trừ một vài người."
"IGD6","Itch Game Description","Who will you meet in those last three days?","Bạn sẽ gặp những ai trong ba ngày cuối cùng này?"
"IGD7","Itch Game Description","Notes from the creators:","Lời nhắn nhủ từ các tác giả:"
"IGD8","Itch Game Description","A significant amount of work went into making this game accessible, thanks to our UX designer Susan.","Chân thành cảm ơn chị Susan, chuyên viên UX đã rất nỗ lực để đảm bảo ai cũng có thể chơi trò chơi này."
"IGD9","Itch Game Description","Features:","Trò chơi này có:"
"IGD10","Itch Game Description","Roughly 7,000 words of dialogue and narration","Khoảng 7.000 từ, bao gồm cả lời thoại và lời dẫn truyện"
"IGD11","Itch Game Description","Two Endings!","Hai cái kết khác nhau!"
"IGD12","Itch Game Description","You can pet the cat(?)!","Một con mèo(?) để bạn vuốt ve!"
"IGD13","Itch Game Description","One playthrough should be around 25 minutes","Một lượt chơi dài khoảng 25 phút"
"IGD14","Itch Game Description","A Special thanks to Trey and Brandon for keeping Britney sane while organizing dialogue!","Đặc biệt cảm ơn Trey và Brandon đã giúp Britney giữ bình tĩnh khi sắp xếp thứ tự lời thoại!"
"IGD15","Itch Game Description","Contributors:","Người đóng góp:"
"IGD16","Itch Game Description","Attribution:","Ghi công:"
"IGD17","Not sure if some of the non-latin alphabets need to translate this","Twitter","Twitter"
"IGD18","Not sure if some of the non-latin alphabets need to translate this","Instagram","Instagram"
"IGD19","Not sure if some of the non-latin alphabets need to translate this","Linktree","Linktree"
"IGD20","Itch Game Description","Portfolio","Portfolio"
"INSTALL1","Installation details","Mac users - you may have to use the itch app to play this game","Nếu bạn dùng Mac, hãy tải ứng dụng itch.io để chơi trò này"
"NAV4"," On the phone missing string","How do you want to respond?","Bạn sẽ trả lời ra sao?"
"S6","Front of shop shelves","Go Back","Quay về"
"PM6","Pause menu","Resume","Chơi tiếp"
"OPT7","Options Menu","Language Options","Tùy chọn ngôn ngữ"
